1,102,22,22,98,22,22,22,22,22,22,22,22
1,178,22,182,22,181,22,121,22,109,22,199,22
1,127,22,81,22,71,22,94,22,105,22,104,22
1,190,22,122,22,85,22,90,22,151,22,22,22
1,155,22,108,22,131,22,78,22,93,22,120,22
1,90,22,89,22,184,22,76,22,163,22,99,22
1,187,22,189,22,22,22,22,22,22,22,22,22
1,98,22,86,22,97,22,107,22,22,22,22,22
1,195,153,143,22,22,22,22,22,22,22,22,22
1,105,114,168,22,22,22,22,22,22,22,22,22
1,77,22,181,22,195,22,109,22,151,22,22,22
1,100,22,196,22,184,22,117,22,88,22,95,22
1,197,117,169,22,22,22,22,22,22,22,22,22
1,199,22,181,136,138,22,22,22,22,22,22,22
1,189,22,170,22,119,22,174,22,81,22,104,22
1,125,22,94,22,135,22,113,22,159,22,92,22
1,178,22,165,22,125,22,22,22,22,22,22,22
1,176,134,159,75,136,198,143,187,22,22,22,22
1,168,146,109,198,22,22,22,22,22,22,22,22
1,115,103,114,171,22,22,22,22,22,22,22,22
1,195,22,146,22,131,22,136,22,107,22,177,22
1,163,22,95,22,183,22,144,22,113,22,92,22
1,175,22,197,22,145,22,125,22,116,22,22,22
1,185,22,108,22,81,22,118,22,158,22,184,22
1,156,22,173,22,22,22,22,22,22,22,22,22
1,163,22,136,22,122,22,106,22,139,22,142,22
1,96,22,71,22,103,22,140,22,105,22,196,22
1,105,22,101,22,94,22,125,22,166,22,120,22
1,98,22,67,22,86,22,22,22,22,22,22,22
1,103,105,22,95,22,22,22,22,22,22,22,22
1,107,79,71,175,132,92,174,153,141,130,199,22
1,158,22,144,22,93,22,143,22,200,22,83,22
1,145,22,176,22,159,22,77,22,95,22,165,22
1,167,22,75,22,96,22,87,22,133,22,146,22
1,199,181,104,136,22,22,22,22,22,22,22,22
1,178,22,157,22,22,22,22,22,22,22,22,22
1,108,22,88,22,106,22,123,22,22,22,22,22
1,96,22,143,22,145,22,107,22,135,22,70,22
1,150,22,177,22,123,22,198,22,197,22,22,22
1,188,179,99,22,22,22,22,22,22,22,22,22
1,208,122,178,78,83,106,22,22,22,22,22,22
0,20,20,22,22,22,22,22,22,22,22,22,22
0,22,22,22,22,22,22,22,22,22,22,22,22
