0,20,20,22,22,22,22,22,22,22,22,22,22
0,22,22,22,22,22,22,22,22,22,22,22,22
0,23,35,22,22,22,22,22,22,22,22,22,22
1,83,90,84,110,67,73,94,106,82,85,102,22
1,77,89,78,112,121,99,82,130,124,123,74,22
0,25,34,22,22,22,22,22,22,22,22,22,22
0,22,24,22,22,22,22,22,22,22,22,22,22
0,13,25,22,22,22,22,22,22,22,22,22,22
1,88,140,78,108,127,86,84,87,145,119,121,129
0,35,22,23,14,28,32,40,39,37,29,30,20
1,84,138,106,22,22,22,22,22,22,22,22,22
1,115,99,140,143,91,138,82,101,22,22,22,22
1,146,139,67,22,22,22,22,22,22,22,22,22
1,105,22,158,2,149,2,88,2,124,22,22,22
1,155,82,113,101,152,129,121,134,22,22,22,22
1,76,104,155,80,86,84,126,73,128,22,22,22
1,151,90,118,80,119,130,104,146,150,22,22,22
1,111,91,82,118,147,79,22,22,22,22,22,22
1,119,94,84,97,74,81,154,118,104,137,106,22
1,139,138,77,105,76,78,92,86,151,81,72,115
1,149,147,112,130,22,22,22,22,22,22,22,22
1,148,118,73,91,101,78,154,142,122,76,145,117
1,178,186,22,22,22,22,22,22,22,22,22,22
1,140,105,130,118,122,22,22,22,22,22,22,22
1,82,83,125,95,151,102,97,22,22,22,22,22
1,157,22,164,22,22,22,22,22,22,22,22,22
1,139,106,95,130,131,127,22,22,22,22,22,22
1,132,22,145,22,121,22,22,22,22,22,22,22
1,87,22,98,22,22,22,22,22,22,22,22,22
1,116,74,114,83,22,22,22,22,22,22,22,22
1,102,131,179,22,22,22,22,22,22,22,22,22
1,155,138,101,22,22,22,22,22,22,22,22,22
1,163,120,178,125,131,102,22,22,22,22,22,22
1,95,84,22,22,22,22,22,22,22,22,22,22
1,78,163,118,135,22,22,22,22,22,22,22,22
1,110,156,88,157,107,151,76,176,93,22,22,22
1,85,74,22,22,22,22,22,22,22,22,22,22
1,109,179,115,22,22,22,22,22,22,22,22,22
1,101,71,73,96,84,22,22,22,22,22,22,22
1,154,96,79,179,92,122,22,22,22,22,22,22
1,154,153,22,22,22,22,22,22,22,22,22,22
1,83,82,133,22,22,22,22,22,22,22,22,22
1,163,180,22,22,22,22,22,22,22,22,22,22
1,140,70,78,165,105,142,22,22,22,22,22,22
1,102,82,129,138,141,22,22,22,22,22,22,22
1,177,88,158,22,22,22,22,22,22,22,22,22
1,151,158,103,145,22,22,22,22,22,22,22,22
1,129,95,172,145,117,151,80,22,22,22,22,22
1,123,132,22,22,22,22,22,22,22,22,22,22
1,71,106,132,22,22,22,22,22,22,22,22,22
1,115,103,114,171,110,150,80,117,22,22,22,22
1,148,79,156,88,22,22,22,22,22,22,22,22
1,163,74,173,93,22,22,22,22,22,22,22,22
1,80,134,84,115,114,171,22,22,22,22,22,22
1,154,185,22,22,22,22,22,22,22,22,22,22
1,157,148,135,187,124,179,140,107,78,142,191,22
1,78,186,129,151,104,132,119,22,22,22,22,22
1,92,102,154,100,78,165,105,114,168,158,127,104
1,199,104,81,151,171,126,70,189,86,22,22,22
1,134,166,103,180,165,145,157,172,89,22,22,22
1,158,134,132,173,128,159,22,22,22,22,22,22
1,127,157,129,195,143,199,22,22,22,22,22,22
1,190,136,112,158,134,132,173,22,22,22,22,22
1,131,104,165,22,22,22,22,22,22,22,22,22
1,106,22,200,22,116,22,150,22,153,22,152,22
1,143,187,22,22,22,22,22,22,22,22,22,22
1,109,198,22,22,22,22,22,22,22,22,22,22
1,89,96,96,22,22,22,22,22,22,22,22,22
1,134,118,90,91,71,92,145,22,22,22,22,22
1,127,22,118,22,139,22,190,22,71,22,142,22
1,135,157,85,125,79,22,22,22,22,22,22,22
1,92,130,82,113,22,22,22,22,22,22,22,22
1,148,193,157,192,85,22,22,22,22,22,22,22
1,140,107,152,179,104,22,22,22,22,22,22,22
1,172,150,138,151,140,86,169,142,22,22,22,22
1,159,192,112,80,132,92,77,22,22,22,22,22
1,144,157,86,22,22,22,22,22,22,22,22,22
1,134,131,82,141,90,106,184,75,22,22,22,22
1,115,103,114,171,110,150,80,117,22,22,22,22
1,159,70,124,120,140,164,101,22,22,22,22,22
1,163,74,173,93,154,108,132,131,76,22,22,22
1,80,134,84,115,114,171,164,109,142,152,22,22
1,152,128,123,88,196,22,22,22,22,22,22,22
1,78,186,129,151,104,132,119,22,22,22,22,22
1,78,165,105,114,168,158,127,104,22,22,22,22
1,199,104,81,151,171,126,70,189,22,22,22,22
1,165,145,22,22,22,22,22,22,22,22,22,22
1,172,143,175,193,22,22,22,22,22,22,22,22
1,127,157,129,195,143,199,165,181,70,104,22,22
1,178,22,165,22,125,22,22,22,22,22,22,22
1,168,146,22,22,22,22,22,22,22,22,22,22
1,115,103,114,171,110,150,80,117,96,158,22,22
1,148,79,156,88,75,159,70,124,22,22,22,22
1,108,132,131,22,111,130,22,22,22,22,22,22
1,154,185,117,152,128,123,88,196,ÿ198,98,22,22
1,124,179,140,107,78,142,191,22,22,22,22,22
1,78,186,129,151,104,132,119,195,153,163,143,84
1,105,114,168,158,22,22,22,22,22,22,22,22
1,199,104,81,22,22,22,22,22,22,22,22,22
1,165,145,157,22,22,22,22,22,22,22,22,22
1,134,166,103,180,165,22,22,22,22,22,22,22
1,127,157,129,195,143,199,165,181,70,22,22,22
1,190,136,112,158,134,132,173,128,159,147,170,96
1,131,104,165,175,150,91,157,130,197,99,199,85
1,178,22,165,22,125,22,128,22,189,22,158,22
1,176,79,85,134,159,89,157,22,22,22,22,22
1,168,146,94,109,198,153,126,86,75,178,113,22
1,115,103,114,171,110,150,80,117,22,22,22,22
1,159,70,124,120,22,22,22,22,22,22,22,22
1,163,74,173,93,154,108,132,131,76,111,22,22
1,80,134,84,115,114,171,164,109,142,152,89,22
1,154,185,117,152,128,123,88,196,198,22,22,22
1,78,186,129,151,104,132,119,195,153,163,22,22
1,105,114,22,22,22,22,22,22,22,22,22,22
1,126,70,189,134,87,22,22,22,22,22,22,22
1,134,166,103,180,165,145,157,172,89,143,22,22
1,145,143,193,22,22,22,22,22,22,22,22,22
1,127,157,129,195,143,199,165,181,70,104,136,138
1,190,136,112,158,134,132,173,128,159,22,22,22
1,158,22,190,22,197,22,138,22,110,22,142,22
1,176,79,85,22,22,22,22,22,22,22,22,22
1,153,126,86,75,178,22,22,22,22,22,22,22
1,148,79,156,22,22,22,22,22,22,22,22,22
1,163,74,173,93,154,108,132,131,76,111,130,22
1,115,114,171,22,22,22,22,22,22,22,22,22
1,152,88,196,198,98,109,84,22,22,22,22,22
1,157,148,135,187,124,179,140,22,22,22,22,22
1,104,132,119,195,22,22,22,22,22,22,22,22
1,102,100,22,22,22,22,22,22,22,22,22,22
1,199,104,81,151,22,22,22,22,22,22,22,22
1,134,166,103,180,165,145,157,172,22,22,22,22
1,124,70,107,140,136,143,138,133,197,122,22,22
1,127,157,129,195,143,199,165,136,138,104,22,22
1,132,173,128,159,147,170,96,22,22,22,22,22
1,178,22,165,22,125,22,128,22,189,22,158,22
1,159,157,187,22,22,22,22,22,22,22,22,22
1,168,146,94,109,198,153,126,86,75,178,120,113
1,115,103,114,171,110,150,80,117,96,158,109,92
1,148,79,156,22,124,120,140,164,101,22,22,22
1,163,131,146,130,22,22,22,22,22,22,22,22
1,152,128,123,22,22,22,22,22,22,22,22,22
1,157,148,135,187,124,179,140,107,78,22,22,22
1,186,129,22,22,22,22,22,22,22,22,22,22
1,78,165,105,114,168,22,22,22,22,22,22,22
1,22,171,126,189,86,174,134,87,22,22,22,22
1,134,103,180,165,145,157,172,89,143,175,183,22
1,155,125,107,22,87,102,71,190,103,100,22,22
1,127,22,104,136,138,22,22,22,22,22,22,22
1,190,136,112,158,134,132,22,22,22,22,22,22
1,157,130,197,99,199,85,22,22,22,22,22,22
1,178,22,165,22,125,22,128,22,189,22,158,22
1,159,89,157,22,22,22,22,22,22,22,22,22
1,198,153,126,22,22,22,22,22,22,22,22,22
1,150,158,22,22,22,22,22,22,22,22,22,22
1,148,156,22,22,22,22,22,22,22,22,22,22
1,163,174,173,22,22,22,22,22,22,22,22,22
1,80,84,22,22,22,22,22,22,22,22,22,22
1,157,148,135,187,124,22,22,22,22,22,22,22
1,132,119,195,153,22,22,22,22,22,22,22,22
1,92,102,154,100,78,165,105,114,168,158,127,22
1,199,104,81,151,171,22,22,22,22,22,22,22
1,165,145,157,172,89,143,175,193,22,22,22,22
1,188,197,117,120,125,127,196,131,165,102,149,154
1,181,136,22,22,22,22,22,22,22,22,22,22
1,132,128,147,22,22,22,22,22,22,22,22,22
1,131,165,150,22,157,130,197,199,85,22,22,22
1,176,159,89,157,136,198,143,187,22,22,22,22
1,149,22,73,22,144,22,127,22,124,22,191,22
1,104,22,105,22,136,22,183,22,172,22,174,22
1,116,22,112,22,140,22,159,22,106,22,150,22
1,180,22,122,22,86,22,200,22,174,22,22,22
1,174,22,86,22,82,22,116,22,134,22,99,22
1,200,22,168,22,121,22,87,22,99,22,110,22
1,130,22,184,22,167,22,93,22,186,22,102,22
1,105,22,98,22,22,22,22,22,22,22,22,22
1,151,22,126,189,174,134,22,22,22,22,22,22
1,145,22,168,22,136,22,169,22,197,22,80,22
